videoID;frame_nr;location_name;geo;origin;fps;publishedAt;extractedDates;extractedTimes;goodWeather;badWeather;lat;lng;person;bicycle;car;motorcycle;airplane;bus;train;truck;boat;traffic light;fire hydrant;stop sign;parking meter;bench;bird;cat;dog;horse;sheep;cow;elephant;bear;zebra;giraffe;backpack;umbrella;handbag;tie;suitcase;frisbee;skis;snowboard;sports ball;kite;baseball bat;baseball glove;skateboard;surfboard;tennis racket;bottle;wine glass;cup;fork;knife;spoon;bowl;banana;apple;sandwich;orange;broccoli;carrot;hot dog;pizza;donut;cake;chair;couch;potted plant;bed;dining table;toilet;tv;laptop;mouse;remote;keyboard;cell phone;microwave;oven;toaster;sink;refrigerator;book;clock;vase;scissors;teddy bear;hair drier;toothbrush;pedestrian;dogwalker;cyclist;motorcyclist;car_passenger;truck_passenger;bus_passenger;train_passenger;boat_passenger;year;active;motorised;public
yqOlY5uBBbo;440;Montmartre;POINT (260835.181302364 6255558.776688827);OCR;25;2020-10-18T13:42:48Z;;;0;0;6255558.776688827;260835.181302364;86;1;15;1;0;1;1;1;0;5;0;3;0;2;0;0;1;0;0;0;0;0;0;0;1;33;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;1;24;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;86;0;0;0;0;0;0;0;0;2020;87;17;2
yqOlY5uBBbo;1496;Rue Montmartre;MULTILINESTRING ((260953.3692057392 6252307.025238889, 260952.07789964604 6252311.797450012, 260936.94958084723 6252370.350330265, 260927.86591039845 6252379.556369079), (260829.12552206483 6253082.578687511, 260821.80069957068 6253067.854576982, 260800.30490589843 6252978.765792253, 260784.47527430765 6252913.20219036, 260778.44175790666 6252882.8068465805, 260779.42136942566 6252869.386220044, 260782.7386902513 6252854.3070799215, 260786.9243031051 6252834.692391253, 260791.78896485275 6252817.8024714105, 260797.56644642496 6252797.629384846, 260799.93755157883 6252788.625975816, 260834.44659372472 6252685.070536529, 260839.42257496322 6252670.1440357175, 260852.55827487685 6252630.052464793, 260854.33938672952 6252623.706201446, 260863.46758497457 6252591.145714426, 260878.23968140283 6252540.782130792, 260888.85956082452 6252521.929710469), (260927.86591039845 6252379.556369079, 260924.5485895728 6252391.656233109, 260917.25716292587 6252418.27599483, 260906.70407519868 6252456.792721273, 260897.07493924504 6252492.517310881, 260895.93948043897 6252496.74808704, 260894.65930629484 6252501.5034819655, 260888.85956082452 6252521.929710469), (261097.13832809872 6251841.29067882, 261064.75548822698 6251929.606008566, 261063.27493899944 6251933.481141848, 261056.28407497756 6251952.670692612), (260788.03749801306 6252870.926290863, 260785.61073311378 6252882.028348118, 260791.4884022276 6252911.712883669, 260798.33455091144 6252943.157619206, 260803.5665669787 6252965.209621268, 260806.08238747058 6252977.124157408, 260822.5799360062 6253054.39980871, 260824.47236734966 6253061.964939937, 260829.12552206483 6253082.578687511), (260888.85956082452 6252521.929710469, 260884.46244093814 6252538.717501026, 260877.11535454582 6252565.270032062, 260869.7460042553 6252591.873416251, 260867.8647048609 6252598.6596618565, 260864.2802172574 6252611.639852516, 260860.68459770473 6252624.7385266265, 260851.85696208483 6252654.997556685, 260841.3817980012 6252686.813655686, 260838.97729700003 6252695.021551689, 260808.6872635552 6252790.893750873, 260804.96919256274 6252799.727925168, 260798.86888446726 6252819.5117703825, 260793.74818789074 6252836.757093184, 260790.419735116 6252857.37029252), (260790.419735116 6252857.37029252, 260788.03749801306 6252870.926290863), (260963.59946694312 6252272.807548529, 260981.544168859 6252210.820066918, 260987.59994915818 6252189.903836441, 261007.13651979232 6252122.434114985, 261017.94564234838 6252085.08654696, 261050.72923238704 6251971.87720892, 261052.51034423968 6251965.717581324, 261056.28407497756 6251952.670692612), (260953.3692057392 6252307.025238889, 260955.87389428203 6252298.631569106, 260957.64387418565 6252292.725544349, 260963.59946694312 6252272.807548529), (261169.3735456745 6251688.403604468, 261162.21570241646 6251690.231125969, 261159.03196497977 6251691.635610355, 261156.1265262701 6251693.4123680405, 261154.4456019591 6251695.747535856, 261152.56430256472 6251700.231736726, 261116.46339170044 6251791.33767535, 261097.13832809872 6251841.29067882));OCR;25;2020-10-18T13:42:48Z;;;0;0;6252497.436127479;260906.85399099605;137;6;50;9;0;1;1;8;0;7;3;8;0;0;0;0;1;0;0;0;0;0;0;0;0;24;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;12;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;0;1;1;4;2;0;0;0;2020;135;67;2
yqOlY5uBBbo;3504;Boulevard Ney;MULTILINESTRING ((262569.30519799254 6257689.0973858135, 262526.36927039357 6257688.928050905, 262491.3036307937 6257687.6919061635), (260761.19836878282 6257546.874188516, 260786.03374717876 6257547.3144519), (261877.45456271232 6257647.390299861, 261840.69686685244 6257645.527625218, 261821.18256011631 6257644.833355683, 261745.32945908976 6257642.225612085, 261734.72071161718 6257641.95467773, 261721.8744423797 6257641.091074537, 261698.87583558177 6257636.874660204, 261657.5985683956 6257635.621589682, 261581.2556616096 6257630.846376693, 261552.2346703598 6257628.746638502, 261482.0143355674 6257622.549027199, 261461.54268121053 6257620.923424986, 261448.985842649 6257620.246090822, 261375.68195796164 6257618.214088657, 261337.4659767723 6257617.435154623, 261300.4299821854 6257615.369286446, 261257.8391450079 6257611.999551729, 261195.60041770537 6257605.988219262), (259883.2994685398 6257517.071797326, 259985.79132371317 6257521.779213503, 260063.0247864255 6257522.405740313, 260180.94552302282 6257525.216644953, 260210.41179223583 6257525.182778627), (259463.11291859148 6257529.957932004, 259442.06240288247 6257529.399137321, 259433.02326023005 6257530.008731523, 259425.03052079116 6257531.058588306, 259408.1544859869 6257532.853505045, 259404.82603321216 6257532.751905974, 259396.10971708305 6257532.497908303, 259319.88926173688 6257530.347394987, 259297.73668306897 6257529.636201727, 259265.2647876046 6257528.755676823), (261975.72740918465 6257620.0259572305, 261998.0135712415 6257616.503820547, 262193.54625681986 6257621.702359341, 262202.5965314213 6257622.616760632, 262219.8733163924 6257625.326098369), (262219.8733163924 6257625.326098369, 262233.79938469065 6257625.105964646, 262240.65666532353 6257626.511433901, 262243.2058816627 6257627.222635301, 262245.76622995094 6257627.933836761, 262250.2858012772 6257630.321442096, 262255.3953659046 6257633.894384673, 262263.91130695026 6257638.51719887, 262269.19898276293 6257641.10800793, 262272.10442147264 6257641.971611126, 262275.4774020437 6257642.632013632, 262331.41544616735 6257649.99804505, 262404.4521640768 6257657.482616875, 262436.5010454761 6257658.312354882, 262459.96719413536 6257659.0743592465, 262474.82834615634 6257659.54849533, 262489.3110119085 6257659.836363682, 262530.1430011315 6257660.242766073, 262564.4739320921 6257660.869303133, 262582.68580078584 6257661.021704046), (262582.68580078584 6257661.021704046, 262589.5430814187 6257661.055570917, 262596.4894176442 6257660.462900711, 262604.4264973378 6257660.598368182), (260481.34116892848 6257536.951335251, 260516.217565394 6257538.035059275, 260548.96775958542 6257539.067983863, 260560.95686874384 6257539.609845992, 260579.50269591 6257540.608904384, 260605.47353311206 6257541.62489609), (259929.9423351822 6257544.672871942, 259859.66634064438 6257542.674754316, 259836.6454699483 6257542.099025594), (259701.29210109278 6257537.645595938, 259580.41026604036 6257533.2937677), (260786.03374717876 6257547.3144519, 260835.98280269772 6257549.73590092), (259256.03640181784 6257493.50088952, 259289.07602668533 6257494.483009368, 259305.37320013743 6257494.957136232), (259305.37320013743 6257494.957136232, 259321.00245664484 6257495.532861745, 259396.71084233333 6257498.496155449, 259420.76698429373 6257499.207346093, 259434.7375803883 6257503.034230104, 259444.04388981863 6257504.981539003, 259451.4243720582 6257506.166857682, 259459.57295878427 6257507.369109657, 259470.1483104096 6257507.792437856, 259483.99645506433 6257508.14803356), (262461.0024653998 6257683.780271261, 262450.11541920016 6257688.403112704), (261879.82566786624 6257615.928086803, 261901.6999478071 6257616.808620779, 261945.8158620085 6257618.163288608, 261975.72740918465 6257620.0259572305), (259580.41026604036 6257533.2937677, 259563.87932165756 6257532.701106439, 259545.78990440365 6257532.193111105), (262581.1495918129 6257689.0973858135, 262569.30519799254 6257689.0973858135), (260974.17481856846 6257585.380387963, 260948.80510661667 6257581.180934659), (262346.3767857299 6257660.699968788, 262297.975071133 6257653.181527279, 262257.833262753 6257651.234184285, 262186.91161516856 6257649.473109265, 262055.95536619937 6257646.37429546, 261997.53489743106 6257644.918022697, 261978.96680636675 6257649.269908325), (261879.82566786624 6257615.928086803, 261901.95598263596 6257610.78035156, 262239.176116096 6257618.993022761), (260083.20701010636 6257549.363370256, 260012.34102226736 6257547.162053034, 259984.65586490705 6257546.112194252, 259929.9423351822 6257544.672871942), (263200.3419954524 6257637.128661007, 263214.51296663034 6257637.51812892, 263224.42040131096 6257637.8906634655, 263461.1524304319 6257646.5605629245, 263467.31953022187 6257646.6960301725, 263612.7027851979 6257649.99804505), (263037.3368650838 6257671.334172234, 263140.26286627125 6257674.788597884, 263168.8497115069 6257675.703004911, 263175.4175614638 6257675.906206485, 263189.9224911141 6257676.414210443), (263189.9224911141 6257676.414210443, 263204.9728862694 6257676.837547098, 263217.97500279406 6257677.1084825685, 263251.6602807081 6257678.039823314, 263287.63874013245 6257679.377567474, 263339.00155318447 6257680.427442784, 263443.59734673385 6257683.035198152, 263460.6180968761 6257683.407734699, 263465.17106404953 6257683.560136018, 263617.62310669094 6257688.707915526, 263645.2414723567 6257689.639257548), (263645.2414723567 6257689.639257548, 263661.77241673955 6257690.181129318, 263782.5874600975 6257694.160501182, 263838.5700320174 6257694.24516869, 263844.91524299263 6257694.262102191, 263854.2772121683 6257694.279035692, 263864.60766091396 6257694.414503706), (263037.3368650838 6257671.334172234, 263010.3084927192 6257677.718087408, 263003.2953647992 6257677.565686193, 262979.4841257185 6257677.074615634, 262934.54444728524 6257676.024740738, 262892.966617474 6257677.633420068, 262849.36277293024 6257681.900655132, 262766.7525788126 6257693.432360657, 262683.04032173596 6257691.315673445, 262673.7228803566 6257690.993937034, 262668.33501700225 6257690.790735098, 262661.7894309436 6257690.689134131, 262643.00983284676 6257690.24886329), (262467.7372945928 6257684.982548463, 262461.0024653998 6257683.780271261), (262461.0024653998 6257683.780271261, 262403.91783052095 6257673.620189051, 262385.6948298781 6257670.1149635175, 262346.3767857299 6257660.699968788), (262856.9770261005 6257628.949838949, 262863.15525783953 6257626.291300147, 262905.2451573085 6257627.629036128, 263006.50136613403 6257630.863310068, 263073.62701908237 6257632.9969155425, 263159.7771730073 6257635.7401233725, 263176.98716628394 6257636.2819916895, 263200.3419954524 6257637.128661007), (262491.3036307937 6257687.6919061635, 262484.4574821099 6257694.075833677, 262476.6985136016 6257693.635562659, 262450.11541920016 6257688.403112704), (262450.11541920016 6257688.403112704, 262434.7421975216 6257685.4228190305, 262409.2166382827 6257680.342775415, 262392.4964507656 6257677.057682167, 262372.0359283578 6257673.772590193, 262349.4937314721 6257670.047229704, 262332.773543955 6257667.947481789, 262313.8158346729 6257666.017068841, 262293.065881589 6257664.526925813, 262125.59683963962 6257660.22583264, 261968.95918414442 6257656.466611261, 261942.67665236813 6257654.366866715, 261900.49769730653 6257652.758191807, 261877.45456271232 6257647.390299861), (262661.3218890822 6257711.314155363, 262642.80945776333 6257710.4674786255, 262629.2730076829 6257710.230409154, 262611.89603517 6257709.908672024, 262602.42274650355 6257709.739336698, 262593.88454155973 6257709.87480496, 262587.48367083905 6257708.283053034), (259836.6454699483 6257542.099025594, 259811.40934138553 6257541.455564129, 259762.88517534873 6257539.084917054, 259729.43366836535 6257537.916526953, 259701.29210109278 6257537.645595938), (260194.79366767756 6257554.646533925, 260167.10851031725 6257553.241076601, 260163.10100864866 6257553.020944751, 260083.20701010636 6257549.363370256), (262643.9671804676 6257662.782781468, 262662.40168814297 6257664.001989128, 262669.05859369243 6257664.306791071, 262685.25557960285 6257665.339731067, 262721.1227195364 6257666.220270184, 262812.95016749174 6257669.065089486, 262824.9392766502 6257669.065089486, 262836.4831078454 6257668.607886318), (262836.4831078454 6257668.607886318, 262893.94622899295 6257665.10266286, 262923.13419947895 6257664.137456657, 262980.6084525755 6257665.492132063, 263003.74064276234 6257666.186403291, 263010.6869789878 6257666.406538085, 263037.3368650838 6257671.334172234), (262836.4831078454 6257668.607886318, 262845.98979235924 6257653.486328833), (262665.6744811723 6257651.234184285, 262669.6819828408 6257651.488185519, 262685.7899131586 6257651.996188013, 262815.8222103542 6257655.721540557, 262823.58117886254 6257649.574709739, 262825.18417952996 6257646.018693947, 262827.4884929894 6257641.209608302, 262833.8225720155 6257630.490775834, 262836.8949899614 6257628.272504143, 262856.9770261005 6257628.949838949), (262605.8291229218 6257628.170903928, 262615.959196584 6257628.61117154, 262633.2693774023 6257629.237706258, 262641.1507973505 6257629.508640204, 262652.12689914275 6257629.864241023, 262666.2199466772 6257629.948907886), (262346.3767857299 6257660.699968788, 262301.8155935654 6257661.428106495, 262186.27709407103 6257658.143020588, 262125.71929107947 6257656.568211817, 261997.04509167152 6257653.181527279, 261978.96680636675 6257649.269908325), (262491.3036307937 6257687.6919061635, 262479.4481050242 6257686.794431331, 262467.7372945928 6257684.982548463), (263612.7027851979 6257649.99804505, 263622.0313585264 6257658.837291216, 263631.3599318548 6257667.659613163, 263634.9555514075 6257672.671915334, 263638.87399748334 6257675.533670268, 263645.2414723567 6257689.639257548), (260607.25464496476 6257565.907134159, 260583.25416274974 6257565.212871156, 260563.1164668652 6257563.976744484, 260512.92250846652 6257561.809289934), (259545.78990440365 6257532.193111105, 259511.32539005406 6257531.210986882, 259463.11291859148 6257529.957932004), (259641.04599267547 6257513.024776161, 259769.15246268036 6257515.226084504), (260756.30031118784 6257571.901504905, 260737.06430317883 6257571.190308154, 260607.25464496476 6257565.907134159), (260479.09251521446 6257560.319165252, 260452.88790708175 6257559.438637156, 260414.33796742006 6257558.371843622, 260393.34311145643 6257559.48943685, 260367.29435061078 6257561.047294325, 260341.10087442712 6257560.099033218, 260308.09464540688 6257558.913706987, 260229.79251558293 6257556.05199148, 260194.79366767756 6257554.646533925), (262587.48367083905 6257708.283053034, 262583.18673849443 6257707.114639575, 262581.1050640166 6257707.046905467, 262569.14935070544 6257706.708234932), (261195.60041770537 6257605.988219262, 261177.5555282478 6257604.040887123, 261169.18430254012 6257603.380487629, 261161.98193148582 6257602.9740879685, 261154.03371984317 6257603.245021074, 261148.0224673403 6257603.837687274, 261140.59745730442 6257604.735153312, 261135.6993997095 6257605.327819616, 261131.03511304525 6257605.615686121, 261124.86801325533 6257605.463286205, 261117.42073932124 6257604.938353183, 261104.77484516715 6257603.515954189, 260996.10475825475 6257589.088777897, 260974.17481856846 6257585.380387963), (262845.98979235924 6257653.486328833, 262848.77277962904 6257647.4241666775, 262850.9212458013 6257642.767480817, 262853.57064968225 6257636.993193911, 262856.9770261005 6257628.949838949), (262569.6391564649 6257624.259296532, 262583.67654425395 6257624.750364027), (260967.6292325098 6257552.885479001, 260990.4385961734 6257552.9193454385), (259483.99645506433 6257508.14803356, 259510.47936192402 6257508.825358754, 259555.374512561 6257510.5186719755, 259641.04599267547 6257513.024776161), (262603.01273980475 6257689.520723102, 262596.43375789886 6257689.808592472, 262588.35196286725 6257689.944060412, 262581.1495918129 6257689.0973858135), (260440.4757838583 6257535.799878628, 260481.34116892848 6257536.951335251), (261975.72740918465 6257620.0259572305, 261997.43470988932 6257625.207564825, 262192.88947182416 6257630.253708602, 262204.67820589914 6257628.50957132, 262219.8733163924 6257625.326098369), (260512.92250846652 6257561.809289934, 260479.09251521446 6257560.319165252), (261014.32775889756 6257554.426402038, 261108.49291615965 6257566.567530729, 261136.28939301072 6257569.869514346, 261142.21158992095 6257570.953242583, 261147.90001590044 6257572.121637247, 261153.37693484753 6257573.713363565, 261160.28987522578 6257576.1856199335, 261166.21207213597 6257578.166812199, 261171.96728980995 6257579.944805656, 261177.56666019684 6257581.2825343115, 261185.25883701065 6257582.925062189, 261193.99741703793 6257584.059591942, 261206.1869012798 6257585.634387221, 261221.60465075466 6257587.141449648, 261252.9856152093 6257590.087842129, 261288.1069145546 6257592.881835947, 261305.62860240546 6257594.0333003355, 261323.16142220536 6257594.896898729, 261358.20479790712 6257595.997563475, 261455.2865258279 6257599.519691627, 261554.08257390696 6257602.483021736, 261579.4634178078 6257603.75302067, 261605.24501187555 6257606.276085789, 261621.2750185498 6257607.546085294, 261639.0972690258 6257608.206485111, 261736.51295541893 6257611.254484937, 261832.47035648278 6257614.6411526995, 261841.4427074407 6257614.691952727, 261879.82566786624 6257615.928086803), (263612.7027851979 6257649.99804505, 263760.30129804066 6257651.335784778, 263828.33977081353 6257653.147660443), (260856.6659640871 6257575.322023448, 260756.30031118784 6257571.901504905), (260948.80510661667 6257581.180934659, 260931.6173772382 6257578.64094375, 260919.21638596387 6257577.591081065, 260856.6659640871 6257575.322023448), (262643.00983284676 6257690.24886329, 262603.01273980475 6257689.520723102), (262239.176116096 6257618.993022761, 262246.756973419 6257618.8744893065, 262266.0486411735 6257613.523552188, 262270.93556681933 6257613.963819039, 262290.13817898114 6257614.912086179, 262341.13363771356 6257616.097420253, 262364.6220502709 6257616.2159536695, 262477.05473597214 6257619.636490121, 262485.6263367632 6257620.110623994, 262569.6391564649 6257624.259296532), (260210.41179223583 6257525.182778627, 260246.08968903509 6257526.943827785, 260291.76407610756 6257528.484746099, 260341.56841628847 6257530.127263732, 260385.59527489718 6257530.956989258, 260390.52672833932 6257532.362442882, 260394.86818848026 6257533.547765395, 260400.33397547822 6257534.275892164, 260405.51033180006 6257534.936286266, 260440.4757838583 6257535.799878628), (262583.67654425395 6257624.750364027, 262590.75646386837 6257625.004364468, 262596.7009246767 6257627.358102241, 262605.8291229218 6257628.170903928), (260605.47353311206 6257541.62489609, 260737.1310948733 6257545.58726491, 260761.19836878282 6257546.874188516), (259769.15246268036 6257515.226084504, 259811.92141104315 6257513.973031992, 259828.9644250836 6257515.581680522, 259883.2994685398 6257517.071797326), (260990.4385961734 6257552.9193454385, 261014.32775889756 6257554.426402038), (262604.4264973378 6257660.598368182, 262643.9671804676 6257662.782781468), (260835.98280269772 6257549.73590092, 260891.5534925017 6257551.2090905225, 260912.0140149095 6257551.954152026, 260945.32080655484 6257551.801753077, 260967.6292325098 6257552.885479001), (261978.96680636675 6257649.269908325, 261951.3929684972 6257648.253903697, 261936.36483724014 6257648.287770518, 261908.74647157433 6257647.86443529, 261900.82052382984 6257648.016835968, 261877.45456271232 6257647.390299861));OCR;25;2020-10-18T13:42:48Z;;;0;0;6257613.237735624;261731.24484411083;102;8;48;11;0;3;2;1;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;0;3;3;2;0;1;2;0;2020;100;60;5
yqOlY5uBBbo;6848;Rue Lepic;MULTILINESTRING ((259907.745228718 6255510.816315687, 259898.01590522268 6255520.4151402395, 259863.1395087571 6255555.119975906, 259851.71812900173 6255566.496421292, 259845.88498768417 6255572.01535715, 259824.0107077433 6255593.701762652, 259815.87325296627 6255601.692396016, 259808.8601250463 6255609.750754248, 259804.22923422934 6255617.148875601, 259800.4221076442 6255624.377709801, 259798.03987054122 6255633.570357992, 259797.0713909713 6255644.692967768, 259800.35531594974 6255675.673830031, 259805.05299846118 6255705.892977045, 259807.51315920777 6255720.757112464, 259809.89539631075 6255729.458907725), (259684.95039984433 6255180.569206444, 259690.93938844898 6255189.60901631, 259693.63332012625 6255193.671855351, 259775.17484713226 6255316.624444103, 259785.6054834196 6255331.826471586, 259789.5127975465 6255337.633043852, 259821.88450546912 6255385.050711624, 259826.03672247572 6255391.009680447, 259853.00943509498 6255430.640315606, 259857.1616521015 6255436.717819419, 259902.68019188687 6255503.418287258, 259907.745228718 6255510.816315687), (260178.50762617443 6255753.820596119, 260187.6024285723 6255752.533945084, 260191.75464557885 6255751.805971556, 260208.4859650451 6255747.742864654, 260226.14123628486 6255735.6551331505, 260228.82403601301 6255733.67437207, 260273.1069294506 6255700.94955738, 260304.15393543284 6255679.144370846, 260328.1544176479 6255667.632338495), (259809.89539631075 6255729.458907725, 259834.79756640116 6255781.991530979, 259844.39330650755 6255798.193246915), (259974.681638532 6255792.928109078, 259993.4946324761 6255784.767998384, 260004.30375503204 6255780.569438271, 260025.0537081159 6255774.186953701, 260057.90408984903 6255768.786393592, 260165.73928058048 6255755.632065672, 260178.50762617443 6255753.820596119), (259844.39330650755 6255798.193246915, 259849.83682960735 6255807.521521671, 259855.62544312855 6255814.919815856, 259859.9891671677 6255819.101463255, 259865.14325959142 6255822.538203351, 259872.3122347985 6255826.076523431, 259881.60741227973 6255828.8699350655, 259888.3979012181 6255829.293179333, 259896.53535599512 6255828.243533589, 259905.19601237882 6255826.381259201, 259960.2768964233 6255799.17517009), (259960.2768964233 6255799.17517009, 259967.16757290342 6255796.178611794, 259974.681638532 6255792.928109078));OCR;25;2020-10-18T13:42:48Z;;;0;0;6255601.510931948;259927.0469991729;89;1;12;5;0;1;2;1;0;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;26;7;0;0;0;0;0;0;0;0;0;1;0;0;6;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;69;2;14;0;9;0;2;1;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;86;0;0;1;0;1;1;0;0;2020;87;18;3
yqOlY5uBBbo;7760;Rue des Moulins;LINESTRING (259958.41786092706 6252347.386045449, 259955.41223467566 6252339.567710665, 259916.30569756 6252228.571827326, 259914.51345375823 6252223.51197953);OCR;25;2020-10-18T13:42:48Z;;;0;0;6252285.485886187;259936.36570332185;73;5;16;3;0;1;0;1;0;0;0;2;0;2;0;0;1;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;9;0;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;75;2;17;0;7;0;2;2;1;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;70;0;0;1;2;0;1;0;0;2020;75;20;1
yqOlY5uBBbo;17912;Rue Princesse;LINESTRING (259881.90797490493 6249767.101350876, 259881.4515649926 6249772.396578652, 259869.9411296446 6249906.284044852, 259868.7945388894 6249918.78640681);OCR;25;2020-10-18T13:42:48Z;;;0;0;6249842.946732601;259875.3833619865;126;1;31;22;0;1;0;8;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;10;0;1;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;4;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;109;0;1;11;3;1;1;0;0;2020;110;61;1
yqOlY5uBBbo;25528;Rue d'Orchampt;MULTILINESTRING ((260268.22000380474 6255578.296113686, 260262.97685578844 6255583.882774357, 260159.4831251979 6255694.093106802), (260159.4831251979 6255694.093106802, 260187.6024285723 6255752.533945084));OCR;25;2020-10-18T13:42:48Z;;;0;0;6255661.45196478;260202.16609917025;22;1;26;16;0;1;2;0;0;2;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;3;0;0;0;2;0;2020;18;42;3
yqOlY5uBBbo;28192;Rue Girardon;MULTILINESTRING ((260178.50762617443 6255753.820596119, 260181.85834284732 6255761.371210089, 260204.07771320967 6255809.502300029, 260208.44143724878 6255818.915235999), (260276.7916045958 6255965.5958638955, 260272.4501444549 6255961.8712551, 260265.63739161834 6255949.241457473, 260259.47029182842 6255922.509012314, 260246.99137691053 6255901.109573036, 260239.3325959439 6255884.687571666, 260233.09870445952 6255871.296045678, 260218.57151091096 6255837.673420182, 260216.11135016443 6255832.01887292, 260214.95362746017 6255829.394757959, 260208.44143724878 6255818.915235999), (260270.5243172642 6255981.306959032, 260267.2960520312 6255998.914255475));OCR;25;2020-10-18T13:42:48Z;;;0;0;6255869.352126936;260230.75987110005;56;4;65;13;0;1;0;2;0;1;6;2;3;3;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;53;0;1;3;0;0;0;0;0;2020;57;80;1
yqOlY5uBBbo;44032;Place Dalida;POLYGON ((260278.13857043447 6255943.45139569, 260285.47452487773 6255946.075546008, 260296.56194616074 6255957.757257288, 260301.4154759593 6255962.768547067, 260280.73231456996 6255983.169267502, 260270.5243172642 6255981.306959032, 260264.2347660344 6255980.172644075, 260262.27554299642 6255971.7753321035, 260262.05290401482 6255970.302417354, 260261.6855496952 6255966.899477361, 260259.68179886095 6255951.865609584, 260265.63739161834 6255949.241457473, 260278.13857043447 6255943.45139569));OCR;25;2020-10-18T13:42:48Z;;;0;0;6255963.25666742;260277.95838395585;49;12;7;0;0;0;2;0;0;0;1;0;0;8;0;0;4;0;0;0;0;0;0;0;4;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;48;0;1;0;0;0;0;0;0;2020;60;7;2
yqOlY5uBBbo;50784;Montmartre;POINT (260835.181302364 6255558.776688827);OCR;25;2020-10-18T13:42:48Z;;;0;0;6255558.776688827;260835.181302364;5;0;15;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;2020;4;15;1
